ApprovalDate,ApprovalFY,NoEmp,CreateJob,RetainedJob,DisbursementDate,DisbursementGross,Accept,NewExist_Binary,Franchise_Binary,UrbanRural_Binary,RevLineCr_Binary,LowDoc_Binary,ApprovalDate_quarter,DisbursementDate_quarter,Bank_Categorized,Bank_Categorized_cod,BankState_Categorized,BankState_Categorized_cod,ApprovalFY_Grouped,ApprovalFY_Grouped_cod,NoEmp_Grouped,NoEmp_Grouped_cod,CreateJob_Binary,RetainedJob_Binary,DisbursementGross_Grouped,DisbursementGross_Grouped_cod
7,1993,12,0,0,10,285000,1,1,0,1,0,0,3,4,WELLS FARGO BANK NATL ASSOC,12,Otros,3,1990-1994,4,6-15,3,0,0,150k-500k,3
9,2000,4,0,0,10,105000,1,0,1,1,0,1,3,4,THE HUNTINGTON NATIONAL BANK,10,OH,2,2000-2004,6,3-5,2,0,0,75k-150k,2
11,2008,1,2,3,12,22300,1,1,0,1,0,0,4,4,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,1-2,1,1,1,0-30k,0
6,2012,0,0,0,7,25000,1,1,0,1,0,0,2,3,THE HUNTINGTON NATIONAL BANK,10,OH,2,2010-2014,8,0,0,0,0,0-30k,0
12,1979,1,0,0,3,585000,0,0,0,1,0,0,4,1,Otros,8,Otros,3,1975-1979,1,1-2,1,0,0,500k+,4
5,2012,6,5,6,6,389500,1,0,0,1,1,0,2,2,KEYBANK NATIONAL ASSOCIATION,7,OH,2,2010-2014,8,6-15,3,1,1,150k-500k,3
4,2006,22,0,22,5,149499,1,0,0,1,1,0,2,2,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,15+,4,0,1,75k-150k,2
6,2007,5,5,10,6,151400,1,0,0,1,0,0,2,2,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,2005-2009,7,3-5,2,1,1,150k-500k,3
9,2008,0,0,0,9,25000,1,1,0,0,0,0,3,3,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,0,0,0,0,0-30k,0
12,2009,3,1,3,12,215000,1,1,0,1,0,0,4,4,Otros,8,OH,2,2005-2009,7,3-5,2,1,1,150k-500k,3
11,2005,1,5,0,8,160000,1,0,1,1,0,0,4,3,Otros,8,OH,2,2005-2009,7,1-2,1,1,0,150k-500k,3
4,1995,20,8,12,11,270000,1,1,0,1,0,0,2,4,Otros,8,OH,2,1995-1999,5,15+,4,1,1,150k-500k,3
8,2006,3,0,3,9,50000,1,1,0,1,0,0,3,3,CAPITAL ONE NATL ASSOC,0,Otros,3,2005-2009,7,3-5,2,0,1,30k-75k,1
2,1992,4,0,0,4,39975,1,1,0,1,0,0,1,2,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,1990-1994,4,3-5,2,0,0,30k-75k,1
3,2005,9,1,10,4,103968,1,1,0,1,1,0,1,2,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,6-15,3,1,1,75k-150k,2
6,2005,10,0,0,7,580000,1,0,0,1,0,0,2,3,FIFTH THIRD BANK,3,OH,2,2005-2009,7,6-15,3,0,0,500k+,4
8,2006,1,3,1,8,10000,1,0,0,1,0,0,3,3,Otros,8,Otros,3,2005-2009,7,1-2,1,1,1,0-30k,0
6,2001,4,5,4,7,100000,1,1,0,1,1,0,2,3,KEYBANK NATIONAL ASSOCIATION,7,OH,2,2000-2004,6,3-5,2,1,1,75k-150k,2
4,2005,6,0,6,4,36148,1,1,0,1,1,0,2,2,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,2005-2009,7,6-15,3,0,1,30k-75k,1
12,2005,25,0,0,1,30000,1,1,0,1,0,0,4,1,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,15+,4,0,0,0-30k,0
5,1995,1,0,0,7,225000,1,0,0,1,0,0,2,3,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,1995-1999,5,1-2,1,0,0,150k-500k,3
11,2005,6,1,7,11,745921,1,1,0,1,1,0,4,4,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,6-15,3,1,1,500k+,4
2,2004,1,1,1,7,102000,1,1,0,0,0,0,1,3,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,2000-2004,6,1-2,1,1,1,75k-150k,2
3,2000,8,0,0,3,215000,1,1,0,1,0,0,1,1,Otros,8,OH,2,2000-2004,6,6-15,3,0,0,150k-500k,3
11,2011,11,2,11,12,53015,1,1,0,1,1,0,4,4,FIFTH THIRD BANK,3,OH,2,2010-2014,8,6-15,3,1,1,30k-75k,1
3,1996,4,0,0,4,45000,1,0,0,1,0,1,1,2,"FIRSTMERIT BANK, N.A.",4,OH,2,1995-1999,5,3-5,2,0,0,30k-75k,1
2,2012,11,0,0,3,300000,1,1,0,1,0,0,1,1,THE HUNTINGTON NATIONAL BANK,10,OH,2,2010-2014,8,6-15,3,0,0,150k-500k,3
12,1995,23,0,0,1,245000,1,1,0,1,0,0,4,1,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,1995-1999,5,15+,4,0,0,150k-500k,3
3,2000,30,30,0,4,100000,1,0,0,1,1,0,1,2,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2000-2004,6,15+,4,1,0,75k-150k,2
1,1990,1,0,0,4,76350,1,1,0,1,0,0,1,2,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,1990-1994,4,1-2,1,0,0,75k-150k,2
3,2011,1,0,1,4,15000,1,1,0,1,0,0,1,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,2010-2014,8,1-2,1,0,1,0-30k,0
2,2006,1,1,2,2,23145,1,1,0,1,1,0,1,1,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,2005-2009,7,1-2,1,1,1,0-30k,0
7,2003,14,14,14,7,222000,1,1,0,1,0,0,3,3,KEYBANK NATIONAL ASSOCIATION,7,OH,2,2000-2004,6,6-15,3,1,1,150k-500k,3
9,2005,0,2,2,11,98300,0,0,0,1,0,0,3,4,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2005-2009,7,0,0,1,1,75k-150k,2
6,2004,2,2,2,12,190473,1,0,1,1,0,0,2,4,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2000-2004,6,1-2,1,1,1,150k-500k,3
9,2007,8,3,8,10,519000,1,1,0,1,1,0,3,4,Otros,8,Otros,3,2005-2009,7,6-15,3,1,1,500k+,4
6,2004,5,0,0,10,50000,0,0,0,1,0,1,2,4,CAPITAL ONE NATL ASSOC,0,Otros,3,2000-2004,6,3-5,2,0,0,30k-75k,1
10,2002,5,0,0,12,185000,1,1,0,0,0,0,4,4,Otros,8,OH,2,2000-2004,6,3-5,2,0,0,150k-500k,3
1,1984,40,0,0,11,180000,1,1,0,1,0,0,1,4,Otros,8,OH,2,1980-1984,2,15+,4,0,0,150k-500k,3
12,2006,1,0,1,1,35000,0,1,0,1,0,0,4,1,CAPITAL ONE NATL ASSOC,0,Otros,3,2005-2009,7,1-2,1,0,1,30k-75k,1
5,2010,0,0,0,6,12800,1,1,0,1,0,0,2,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,2010-2014,8,0,0,0,0,0-30k,0
8,2006,16,0,16,9,200000,1,1,0,1,0,0,3,3,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,15+,4,0,1,150k-500k,3
10,1995,12,0,0,1,375000,1,1,0,1,0,0,4,1,Otros,8,OH,2,1995-1999,5,6-15,3,0,0,150k-500k,3
8,2007,0,0,0,8,10000,0,1,0,1,0,0,3,3,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,0,0,0,0,0-30k,0
1,2005,6,0,6,2,62034,1,1,0,0,1,0,1,1,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,6-15,3,0,1,30k-75k,1
12,1995,23,0,0,12,897600,1,1,0,1,0,0,4,4,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,15+,4,0,0,500k+,4
12,2003,4,4,0,5,205000,1,0,1,1,0,0,4,2,Otros,8,Otros,3,2000-2004,6,3-5,2,1,0,150k-500k,3
6,1994,10,3,7,12,305000,1,1,0,1,0,0,2,4,Otros,8,OH,2,1990-1994,4,6-15,3,1,1,150k-500k,3
4,2006,1,0,1,5,20000,0,0,0,1,1,0,2,2,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,1-2,1,0,1,0-30k,0
9,2002,5,0,0,10,110000,1,1,0,1,0,1,3,4,FIFTH THIRD BANK,3,OH,2,2000-2004,6,3-5,2,0,0,75k-150k,2
11,2010,2,1,3,1,30200,1,1,0,1,1,0,4,1,KEYBANK NATIONAL ASSOCIATION,7,OH,2,2010-2014,8,1-2,1,1,1,30k-75k,1
3,1997,8,0,0,7,150000,0,1,0,1,0,0,1,3,Otros,8,Otros,3,1995-1999,5,6-15,3,0,0,75k-150k,2
7,2003,16,2,16,9,25000,1,0,0,0,1,0,3,3,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2000-2004,6,15+,4,1,1,0-30k,0
9,1983,19,0,0,6,140000,1,1,0,1,0,0,3,2,Otros,8,OH,2,1980-1984,2,15+,4,0,0,75k-150k,2
3,2006,9,0,9,3,185121,1,1,0,0,1,0,1,1,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2005-2009,7,6-15,3,0,1,150k-500k,3
11,1985,1,0,0,4,79000,1,1,0,1,0,0,4,2,Otros,8,OH,2,1985-1989,3,1-2,1,0,0,75k-150k,2
6,2004,2,0,0,9,140000,1,0,0,0,0,0,2,3,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2000-2004,6,1-2,1,0,0,75k-150k,2
11,2004,53,13,53,2,1000000,1,1,0,1,0,0,4,1,Otros,8,OH,2,2000-2004,6,15+,4,1,1,500k+,4
5,1999,17,0,0,6,133600,1,1,0,1,0,0,2,2,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,1995-1999,5,15+,4,0,0,75k-150k,2
4,1999,2,0,0,6,60000,1,1,0,1,0,1,2,2,Otros,8,OH,2,1995-1999,5,1-2,1,0,0,30k-75k,1
12,1999,100,0,0,5,16283,1,1,0,1,0,0,4,2,Otros,8,OH,2,1995-1999,5,15+,4,0,0,0-30k,0
6,1998,3,0,0,6,102000,0,1,0,1,0,0,2,2,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,1995-1999,5,3-5,2,0,0,75k-150k,2
10,2002,1,5,1,11,20000,1,0,0,1,0,0,4,4,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,2000-2004,6,1-2,1,1,1,0-30k,0
5,2006,2,0,0,5,25000,1,1,0,0,0,0,2,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,1-2,1,0,0,0-30k,0
1,2005,3,0,3,8,19263,1,1,0,1,1,0,1,3,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,3-5,2,0,1,0-30k,0
6,2000,3,0,3,8,105000,1,1,0,1,0,0,2,3,THE HUNTINGTON NATIONAL BANK,10,OH,2,2000-2004,6,3-5,2,0,1,75k-150k,2
5,2006,3,20,0,7,400000,1,0,0,0,0,0,2,3,"FIRSTMERIT BANK, N.A.",4,OH,2,2005-2009,7,3-5,2,1,0,150k-500k,3
5,2002,1,4,0,10,12000,1,0,0,1,1,0,2,4,THE HUNTINGTON NATIONAL BANK,10,OH,2,2000-2004,6,1-2,1,1,0,0-30k,0
11,2008,5,0,5,12,169000,1,0,0,1,0,0,4,4,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2005-2009,7,3-5,2,0,1,150k-500k,3
4,1998,60,0,0,11,1460000,1,0,1,1,0,0,2,4,Otros,8,Otros,3,1995-1999,5,15+,4,0,0,500k+,4
2,1999,13,0,0,3,81800,1,1,0,1,0,1,1,1,JPMORGAN CHASE BANK NATL ASSOC,6,OH,2,1995-1999,5,6-15,3,0,0,75k-150k,2
11,2007,8,1,9,12,104600,0,1,0,1,1,0,4,4,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,2005-2009,7,6-15,3,1,1,75k-150k,2
9,2003,2,0,2,10,29205,1,1,0,1,1,0,3,4,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,2000-2004,6,1-2,1,0,1,0-30k,0
1,2005,1,0,1,8,10041,0,1,1,1,1,0,1,3,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,1-2,1,0,1,0-30k,0
7,1998,12,4,8,12,350000,1,1,0,1,0,0,3,4,Otros,8,OH,2,1995-1999,5,6-15,3,1,1,150k-500k,3
10,2007,1,4,0,11,38257,1,0,0,1,1,0,4,4,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,1-2,1,1,0,30k-75k,1
7,2003,21,5,0,9,765000,1,1,0,1,0,0,3,3,Otros,8,OH,2,2000-2004,6,15+,4,1,0,500k+,4
6,2004,1,0,1,7,259248,0,1,0,1,1,0,2,3,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2000-2004,6,1-2,1,0,1,150k-500k,3
11,1997,70,0,0,12,93000,1,1,0,1,0,0,4,4,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,1995-1999,5,15+,4,0,0,75k-150k,2
4,2005,20,0,0,6,400000,1,1,0,1,0,0,2,2,Otros,8,OH,2,2005-2009,7,15+,4,0,0,150k-500k,3
3,2005,3,0,3,2,5000,1,0,0,1,1,0,1,1,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,3-5,2,0,1,0-30k,0
7,2001,12,10,2,8,52000,1,0,0,1,0,0,3,3,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2000-2004,6,6-15,3,1,1,30k-75k,1
10,1998,5,0,0,12,225000,1,0,0,1,0,0,4,4,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,1995-1999,5,3-5,2,0,0,150k-500k,3
10,2000,2,0,0,12,33799,1,0,0,1,0,1,4,4,Otros,8,OH,2,2000-2004,6,1-2,1,0,0,30k-75k,1
11,1986,10,0,0,6,105000,1,1,0,1,0,0,4,2,Otros,8,OH,2,1985-1989,3,6-15,3,0,0,75k-150k,2
2,2003,4,0,0,3,393931,1,1,0,1,0,0,1,1,THE HUNTINGTON NATIONAL BANK,10,OH,2,2000-2004,6,3-5,2,0,0,150k-500k,3
2,2008,3,0,0,3,20000,1,1,0,0,0,0,1,1,FIFTH THIRD BANK,3,OH,2,2005-2009,7,3-5,2,0,0,0-30k,0
4,2004,2,15,15,5,264000,1,0,1,1,0,0,2,2,Otros,8,Otros,3,2000-2004,6,1-2,1,1,1,150k-500k,3
3,2012,1,2,1,4,26879,0,0,0,1,1,0,1,2,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2010-2014,8,1-2,1,1,1,0-30k,0
6,1996,40,0,0,7,48000,1,1,0,1,0,1,2,3,Otros,8,OH,2,1995-1999,5,15+,4,0,0,30k-75k,1
1,2006,3,0,2,2,93600,1,0,0,1,0,0,1,1,FIFTH THIRD BANK,3,OH,2,2005-2009,7,3-5,2,0,1,75k-150k,2
10,1983,30,0,0,9,210000,1,1,0,1,0,0,4,3,COMMUNITY CAP. DEVEL CORP,2,OH,2,1980-1984,2,15+,4,0,0,150k-500k,3
1,2003,2,0,2,2,10300,1,1,0,0,0,0,1,1,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2000-2004,6,1-2,1,0,1,0-30k,0
11,1996,65,0,0,11,160000,1,0,1,1,0,0,4,4,Otros,8,Otros,3,1995-1999,5,15+,4,0,0,150k-500k,3
1,2001,19,0,0,2,250000,1,1,0,1,0,0,1,1,"PNC BANK, NATIONAL ASSOCIATION",9,Otros,3,2000-2004,6,15+,4,0,0,150k-500k,3
4,2002,25,0,0,7,1025000,0,1,1,1,0,0,2,3,Otros,8,OH,2,2000-2004,6,15+,4,0,0,500k+,4
10,1994,62,0,0,1,375000,1,0,0,1,0,0,4,1,Otros,8,OH,2,1990-1994,4,15+,4,0,0,150k-500k,3
5,2005,9,0,9,2,5000,1,1,0,1,1,0,2,1,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,6-15,3,0,1,0-30k,0
8,2006,2,2,2,11,76200,1,0,0,1,0,0,3,4,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2005-2009,7,1-2,1,1,1,75k-150k,2
1,2006,40,20,60,9,109721,0,0,0,1,1,0,1,3,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,15+,4,1,1,75k-150k,2
5,2004,15,0,0,6,74000,1,0,0,1,0,1,2,2,Otros,8,OH,2,2000-2004,6,6-15,3,0,0,30k-75k,1
6,2005,1,0,1,7,50000,1,1,0,1,0,0,2,3,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,1-2,1,0,1,30k-75k,1
1,2003,4,2,4,3,50000,1,1,0,1,0,0,1,1,CAPITAL ONE NATL ASSOC,0,Otros,3,2000-2004,6,3-5,2,1,1,30k-75k,1
2,2010,4,0,4,2,28530,1,0,0,1,1,0,1,1,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,2010-2014,8,3-5,2,0,1,0-30k,0
12,1990,3,0,0,4,25000,1,0,0,1,0,0,4,2,KEYBANK NATIONAL ASSOCIATION,7,OH,2,1990-1994,4,3-5,2,0,0,0-30k,0
6,2000,3,0,3,8,75000,0,0,0,1,1,0,2,3,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2000-2004,6,3-5,2,0,1,30k-75k,1
3,1988,29,10,19,1,91000,1,1,0,1,0,0,1,1,HAMILTON CNTY DEVEL COMPANY IN,5,OH,2,1985-1989,3,15+,4,1,1,75k-150k,2
3,2005,5,1,5,3,100000,1,1,0,0,0,0,1,1,CAPITAL ONE NATL ASSOC,0,Otros,3,2005-2009,7,3-5,2,1,1,75k-150k,2
9,2005,3,4,3,11,19656,1,0,0,1,1,0,3,4,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,3-5,2,1,1,0-30k,0
12,2005,2,0,0,12,161708,1,1,0,1,1,0,4,4,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2005-2009,7,1-2,1,0,0,150k-500k,3
5,2001,2,0,2,7,6300,1,0,0,1,0,0,2,3,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2000-2004,6,1-2,1,0,1,0-30k,0
3,1998,1,0,0,5,100000,1,1,0,1,1,0,1,2,"PNC BANK, NATIONAL ASSOCIATION",9,Otros,3,1995-1999,5,1-2,1,0,0,75k-150k,2
1,1996,4,2,0,4,66000,1,1,0,1,0,0,1,2,HAMILTON CNTY DEVEL COMPANY IN,5,OH,2,1995-1999,5,3-5,2,1,0,30k-75k,1
6,2000,1,5,6,1,126000,1,0,0,1,0,0,2,1,KEYBANK NATIONAL ASSOCIATION,7,OH,2,2000-2004,6,1-2,1,1,1,75k-150k,2
6,2002,4,0,0,6,59700,1,0,0,1,0,1,2,2,KEYBANK NATIONAL ASSOCIATION,7,OH,2,2000-2004,6,3-5,2,0,0,30k-75k,1
5,1994,25,0,0,10,140000,1,0,0,1,0,0,2,4,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,1990-1994,4,15+,4,0,0,75k-150k,2
3,2009,5,15,5,9,458000,1,0,1,1,0,0,1,3,Otros,8,OH,2,2005-2009,7,3-5,2,1,1,150k-500k,3
4,2002,5,0,0,8,43500,1,1,0,0,0,1,2,3,Otros,8,OH,2,2000-2004,6,3-5,2,0,0,30k-75k,1
5,2003,2,0,2,6,10000,1,1,0,1,1,0,2,2,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2000-2004,6,1-2,1,0,1,0-30k,0
11,2009,2,0,2,12,97150,0,1,0,1,1,0,4,4,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,1-2,1,0,1,75k-150k,2
9,1998,1,0,0,7,25000,1,1,0,1,0,1,3,3,Otros,8,OH,2,1995-1999,5,1-2,1,0,0,0-30k,0
6,1992,5,0,0,10,150000,1,1,0,1,0,0,2,4,THE HUNTINGTON NATIONAL BANK,10,OH,2,1990-1994,4,3-5,2,0,0,75k-150k,2
1,2006,2,5,2,8,30000,1,0,0,1,1,0,1,3,FIFTH THIRD BANK,3,OH,2,2005-2009,7,1-2,1,1,1,0-30k,0
4,1994,8,0,0,7,62000,1,1,0,1,0,0,2,3,KEYBANK NATIONAL ASSOCIATION,7,OH,2,1990-1994,4,6-15,3,0,0,30k-75k,1
6,1999,4,0,0,8,100000,1,1,0,1,0,1,2,3,Otros,8,OH,2,1995-1999,5,3-5,2,0,0,75k-150k,2
2,2001,6,4,2,3,210740,1,0,0,1,1,0,1,1,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2000-2004,6,6-15,3,1,1,150k-500k,3
8,1985,12,0,0,9,147000,1,1,0,1,0,0,3,3,COMMUNITY CAP. DEVEL CORP,2,OH,2,1985-1989,3,6-15,3,0,0,75k-150k,2
8,2006,0,0,0,9,50000,1,1,0,1,1,0,3,3,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,0,0,0,0,30k-75k,1
10,2000,3,0,0,10,145000,1,0,0,0,0,1,4,4,"FIRSTMERIT BANK, N.A.",4,OH,2,2000-2004,6,3-5,2,0,0,75k-150k,2
5,2005,5,0,5,6,15000,0,1,0,1,0,0,2,2,CAPITAL ONE NATL ASSOC,0,Otros,3,2005-2009,7,3-5,2,0,1,0-30k,0
1,2005,5,0,5,5,151482,1,0,0,1,1,0,1,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,3-5,2,0,1,150k-500k,3
4,2000,3,3,3,4,50000,1,1,0,1,1,0,2,2,THE HUNTINGTON NATIONAL BANK,10,OH,2,2000-2004,6,3-5,2,1,1,30k-75k,1
8,2000,1,0,0,10,75000,1,0,0,1,0,1,3,4,"FIRSTMERIT BANK, N.A.",4,OH,2,2000-2004,6,1-2,1,0,0,30k-75k,1
7,2004,2,0,0,9,75000,1,0,0,0,0,1,3,3,THE HUNTINGTON NATIONAL BANK,10,OH,2,2000-2004,6,1-2,1,0,0,30k-75k,1
9,2006,1,3,1,7,20000,1,1,0,1,1,0,3,3,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,2005-2009,7,1-2,1,1,1,0-30k,0
4,2006,5,0,5,5,100000,1,1,0,1,0,0,2,2,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2005-2009,7,3-5,2,0,1,75k-150k,2
6,2005,4,0,4,7,24494,0,1,0,1,1,0,2,3,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2005-2009,7,3-5,2,0,1,0-30k,0
9,1998,33,0,0,10,424700,1,1,0,1,0,0,3,4,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,15+,4,0,0,150k-500k,3
9,1984,4,0,0,8,212000,1,1,0,1,0,0,3,3,Otros,8,OH,2,1980-1984,2,3-5,2,0,0,150k-500k,3
10,2006,4,0,4,10,110904,0,0,0,1,1,0,4,4,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,2005-2009,7,3-5,2,0,1,75k-150k,2
1,2007,0,0,0,1,25000,1,1,0,0,0,0,1,1,THE HUNTINGTON NATIONAL BANK,10,OH,2,2005-2009,7,0,0,0,0,0-30k,0
6,1996,30,0,0,7,205000,1,0,1,1,0,0,2,3,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,1995-1999,5,15+,4,0,0,150k-500k,3
10,2004,12,0,6,2,39761,1,1,0,1,1,0,4,1,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,2000-2004,6,6-15,3,0,1,30k-75k,1
9,2004,10,0,0,10,125000,1,1,0,1,0,0,3,4,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2000-2004,6,6-15,3,0,0,75k-150k,2
5,2004,1,1,1,6,51647,0,0,0,0,1,0,2,2,"PNC BANK, NATIONAL ASSOCIATION",9,DE,0,2000-2004,6,1-2,1,1,1,30k-75k,1
2,2001,2,2,4,9,140000,1,1,0,1,0,0,1,3,THE HUNTINGTON NATIONAL BANK,10,OH,2,2000-2004,6,1-2,1,1,1,75k-150k,2
8,1998,1,0,0,8,25000,1,0,0,1,0,1,3,3,"FIRSTMERIT BANK, N.A.",4,OH,2,1995-1999,5,1-2,1,0,0,0-30k,0
11,2006,1,0,1,12,77600,0,1,0,1,1,0,4,4,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,1-2,1,0,1,75k-150k,2
7,2005,18,4,18,11,550000,1,1,0,1,1,0,3,4,FIFTH THIRD BANK,3,OH,2,2005-2009,7,15+,4,1,1,500k+,4
7,2006,1,2,3,8,34630,1,0,0,0,1,0,3,3,KEYBANK NATIONAL ASSOCIATION,7,OH,2,2005-2009,7,1-2,1,1,1,30k-75k,1
2,2005,8,0,8,10,268000,1,0,0,0,0,0,1,4,Otros,8,OH,2,2005-2009,7,6-15,3,0,1,150k-500k,3
9,1996,112,12,0,12,219000,1,1,0,1,0,0,3,4,HAMILTON CNTY DEVEL COMPANY IN,5,OH,2,1995-1999,5,15+,4,1,0,150k-500k,3
10,2007,2,2,2,11,45800,1,1,0,1,0,0,4,4,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,2005-2009,7,1-2,1,1,1,30k-75k,1
4,1998,2,0,0,7,100000,1,0,0,1,0,1,2,3,THE HUNTINGTON NATIONAL BANK,10,OH,2,1995-1999,5,1-2,1,0,0,75k-150k,2
7,1992,3,0,0,1,65750,1,0,0,1,0,0,3,1,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,1990-1994,4,3-5,2,0,0,30k-75k,1
8,2001,29,8,21,11,619000,1,1,0,0,0,0,3,4,Otros,8,OH,2,2000-2004,6,15+,4,1,1,500k+,4
4,1994,15,3,12,8,88000,1,1,0,1,0,0,2,3,HAMILTON CNTY DEVEL COMPANY IN,5,OH,2,1990-1994,4,6-15,3,1,1,75k-150k,2
8,2003,7,3,0,5,114000,1,1,0,1,0,0,3,2,Otros,8,OH,2,2000-2004,6,6-15,3,1,0,75k-150k,2
5,2002,1,0,0,8,250000,1,0,0,1,0,0,2,3,THE HUNTINGTON NATIONAL BANK,10,OH,2,2000-2004,6,1-2,1,0,0,150k-500k,3
3,2007,0,0,0,3,25000,1,0,0,1,0,0,1,1,"FIRSTMERIT BANK, N.A.",4,OH,2,2005-2009,7,0,0,0,0,0-30k,0
3,1982,180,0,0,7,126000,1,1,0,1,0,0,1,3,COMMUNITY CAP. DEVEL CORP,2,OH,2,1980-1984,2,15+,4,0,0,75k-150k,2
5,2005,3,0,3,6,333333,0,1,0,1,0,0,2,2,FIFTH THIRD BANK,3,OH,2,2005-2009,7,3-5,2,0,1,150k-500k,3
7,2005,2,0,2,8,85735,1,1,0,1,1,0,3,3,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,2005-2009,7,1-2,1,0,1,75k-150k,2
3,2005,6,0,6,4,40000,1,1,0,1,1,0,1,2,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,6-15,3,0,1,30k-75k,1
4,1995,6,0,0,7,100000,1,1,0,1,0,1,2,3,"PNC BANK, NATIONAL ASSOCIATION",9,OH,2,1995-1999,5,6-15,3,0,0,75k-150k,2
9,2007,2,1,3,11,18370,1,1,0,1,1,0,3,4,CITIZENS BANK NATL ASSOC,1,RI,4,2005-2009,7,1-2,1,1,1,0-30k,0
9,2005,5,0,5,12,62585,1,1,0,1,1,0,3,4,U.S. BANK NATIONAL ASSOCIATION,11,OH,2,2005-2009,7,3-5,2,0,1,30k-75k,1
5,1997,16,0,0,6,620000,1,1,0,1,0,0,2,2,Otros,8,OH,2,1995-1999,5,15+,4,0,0,500k+,4
4,1997,1,0,0,9,100000,1,0,0,1,0,0,2,3,JPMORGAN CHASE BANK NATL ASSOC,6,IL,1,1995-1999,5,1-2,1,0,0,75k-150k,2
